codigomunicipio,codigodepartamento,zika,poblacintotal,altitud,zikaEv1516100000h
27077,27,1,17458.875,12,5.727746
27086,,0,,,
27099,27,1,10102.79166666667,50,9.8982544
27135,27,0,8081.041666666667,84,0
27150,27,0,5478.25,,0
27160,27,0,10090.20833333333,,0
27205,27,0,14749.375,70,0
27245,27,0,14180.625,1592,0
27250,,0,15440.04166666666,25,0
27361,27,1,25442,65,3.9305086
27372,27,0,3306,5,0
27413,27,0,11244.125,69,0
27425,27,0,30015.125,,0
27430,27,0,13662.91666666667,,0
27450,27,0,16515.79166666667,,0
27491,27,0,7956.458333333333,70,0
27495,27,0,8625.833333333334,5,0
27580,27,0,9786,,0
27600,27,0,9015.708333333334,,0
27615,27,0,28856.375,3,0
27660,27,0,4811.708333333333,750,0
27745,,0,4082.666666666668,80,0
27787,27,1,18945.54166666667,90,5.2782865
27800,27,2,15146.58333333333,5,13.204298
27810,,0,9670.541666666659,,0
41000,,0,,,
41001,41,1974,343151.0416666667,442,575.2569
41006,41,0,33296.66666666666,1348,0
41013,41,42,9089.166666666666,838,462.08856
41016,41,26,26622.29166666667,390,97.662514
41020,41,20,24531,1100,81.529495
41026,41,62,4338.5,1079,1429.0653
41078,41,20,9630.875,730,207.66545
41132,41,44,34394.83333333334,531,127.92619
41206,41,46,12479.45833333333,850,368.60574
41244,41,0,3961.416666666667,1425,0
41298,41,721,89282.25,828,807.55133
41306,41,199,33619.20833333334,808,591.92352
41319,41,227,21486.33333333333,929,1056.4855
41349,41,14,6943.708333333333,596,201.62137
41357,41,4,12856.79166666667,1123,31.111961
41359,41,0,27328.70833333333,2000,0
41378,41,5,14156.41666666667,1930,35.319672
41396,41,22,63323.83333333334,1018,34.742054
41483,41,2,6365.625,1480,31.418753
41503,41,3,13689.29166666667,1250,21.91494
41518,41,4,5587.208333333333,866,71.592102
41524,41,157,32990.83333333334,550,475.88977
41530,41,0,11632.70833333333,1556,0
41548,41,22,13732.125,918,160.20827
41551,41,147,127152,1318,115.60966
41615,41,80,18903.25,729,423.20764
41660,41,0,11527.375,1316,0
41668,41,3,33060.83333333334,1695,9.0741816
41676,41,13,11403.25,1417,114.00259
41770,41,7,19252.91666666667,1000,36.358128
41791,41,9,17690.125,826,50.875843
41797,41,16,9264.875,833,172.69527
41799,41,6,14237.25,575,42.142971
41801,41,20,8767.291666666666,910,228.12062
41807,41,23,20335.79166666667,1100,113.10108
41872,41,4,7313.625,384,54.69244
41885,41,6,9011.291666666666,579,66.58313
44000,,0,,,
44001,44,167,264486.1666666667,3,63.1413
44035,44,18,26874.66666666667,,66.977577
44078,44,42,35038.25,150,119.869
44090,44,12,33635.70833333333,2,35.676373
44098,44,3,15979.58333333333,205,18.773956
44110,44,0,8787.041666666666,234,0
44279,44,40,33541.625,150,119.25481
44378,44,13,25412.16666666667,198,51.156597
44420,44,0,3234.666666666667,,0
44430,44,22,158473.7083333333,52,13.882429
44560,44,9,106152.0416666667,3,8.478405
44650,44,62,37597.83333333334,213,164.90312
44847,44,21,177590.0833333333,33,11.824985
44855,44,0,18149.41666666667,250,0
44874,44,9,27823.83333333333,234,32.346371
47000,,0,,,
47001,,0,487916.6666666665,6,0
47030,47,3,12614.45833333333,,23.782234
47053,47,18,39717.29166666666,40,45.320313
47058,47,3,32232.08333333333,75,9.3074961
47161,47,1,7828.75,11,12.773431
47170,,0,15937.25,120,0
47189,47,131,104485.9166666667,3,125.37575
47205,47,9,9360.916666666666,,96.144432
47245,47,34,55601.5,25,61.149429
47258,47,32,16746.58333333333,9,191.08376
47268,47,1,21114.79166666667,25,4.7360163
47288,47,84,57372.70833333334,45,146.41107
47318,47,5,27391.125,25,18.254087
47460,47,1,20015.91666666667,,4.9960241
47541,47,0,8073.041666666667,12,0
47545,47,3,15867.33333333333,19,18.906769
47551,47,193,33831.375,3,570.47638
47555,47,40,58375.58333333334,20,68.521797
47570,47,5,30790.25,2,16.238907
47605,47,0,8120.208333333333,7,0
47660,47,3,16985.79166666667,,17.661819
47675,47,11,7032.666666666667,6,156.41293
47692,47,0,17497.625,25,0
47703,47,27,9119.458333333334,25,296.07022
47707,47,3,26110.79166666667,25,11.489502
47720,47,14,12698.29166666667,,110.25105
47745,47,8,31913.45833333333,5,25.067795
47798,47,31,12235.95833333333,20,253.35162
47960,47,27,8822.666666666666,,306.02994
47980,47,48,60749.875,,79.012505
48001,48,683,,,
50000,,0,,,
50001,50,2001,490297.1666666667,467,408.11984
50006,50,502,69744.375,522,719.7713
50110,50,22,3969.875,200,554.17365
50124,50,19,4034.25,235,470.96735
50150,50,47,9767.458333333334,450,481.18967
50223,50,14,5991.5,180,233.66435
50226,50,68,18090.41666666667,480,375.88962
50245,,0,2231.875,1766,0
50251,50,16,6328.958333333333,480,252.80621
50270,50,23,3433.333333333334,550,669.90289
50287,50,16,13376.20833333333,400,119.61536
50313,50,238,62881.75,450,378.48819
50318,50,84,9386.041666666666,518,894.94592
50325,50,8,17463,419,45.811142
50330,50,17,11323.29166666667,535,150.13303
50350,50,18,33376.125,450,53.930767
50370,50,6,16363,835,36.668091
50400,50,9,9387.291666666666,840,95.874298
50450,50,14,21192.20833333333,200,66.062019
50568,50,33,18622.08333333333,150,177.20895
50573,50,75,33664.25,181,222.78827
50577,50,10,9757.958333333334,250,102.48045
50590,50,45,18666.625,200,241.07196
50606,50,63,10614.70833333333,550,593.51605
50680,50,164,9774.375,240,1677.8567
50683,50,57,8816.958333333334,450,646.48145
50686,50,0,2179.083333333334,1760,0
50689,50,87,24844.41666666667,419,350.17929
50711,50,111,25703.125,450,431.8541
52001,52,4,442926.6666666667,2527,.90308404
52019,52,0,22288.625,1950,0
52022,,0,,3013,
52036,52,0,6986.583333333333,1358,0
52051,,0,7554.333333333329,2200,0
52079,52,0,38315.20833333334,130,0
52083,,0,,2162,
52110,52,1,25224.95833333333,1960,3.9643276
52203,,0,10133.33333333336,1914,0
52207,52,0,9337.25,1640,0
52210,,0,,2475,
52215,,0,14025.5,2867,0
52224,,0,,2930,
52227,,0,,3032,
52233,52,0,15478.41666666667,1300,0
52240,52,0,13833.83333333333,2168,0
52250,52,0,37587.79166666667,5,0
52254,52,0,6468,,0
52256,52,0,10126.25,1645,0
52258,,0,12689.83333333333,1600,0
52260,52,0,12170.79166666667,2216,0
52287,,0,6460.833333333344,2380,0
52317,,0,,3087,
52320,,0,,2653,
52323,,0,,2830,
52352,,0,,2985,
52354,,0,,2550,
52356,52,1,140403.6666666667,2897,.71223211
52378,,0,18235.70833333333,2162,0
52381,52,0,9500.291666666666,2180,0
52385,52,0,5726,2300,0
52390,52,1,12870,20,7.7700076
52399,52,0,25974,1727,0
52405,52,0,13965.45833333333,2000,0
52411,,0,9964.458333333319,1200,0
52418,,0,19596,1588,0
52427,52,0,22815.625,28,0
52435,,0,7678.083333333329,1809,0
52473,52,0,16540.29166666667,11,0
52480,52,0,4904.666666666667,,0
52490,52,0,31414.70833333333,20,0
52506,,0,,2877,
52520,52,1,15287.08333333333,15,6.5414701
52540,52,1,17010.04166666667,880,5.8788805
52560,,0,,2746,
52565,52,1,13341.04166666667,2514,7.4956665
52573,52,1,8319,2817,12.020676
52585,,0,,3014,
52612,52,0,18889.70833333333,1211,0
52621,52,0,22978.08333333333,24,0
52678,52,0,49495.16666666666,1535,0
52683,52,0,25698,1817,0
52685,,0,19472.75,2259,0
52687,52,1,19931.875,2150,5.0170894
52693,,0,17451.375,1750,0
52694,52,1,7588,2320,13.178703
52696,,0,14716.25,5,0
52699,,0,28588.41666666672,2600,0
52720,,0,,3000,
52786,52,1,20734.70833333333,1500,4.8228312
52788,,0,9559.125,2403,0
52835,52,11,201994.6666666667,2,5.4456882
52838,,0,40545.375,3051,0
52885,,0,,2676,
54001,54,3900,653460.875,320,596.82227
54003,54,9,38195.25,1398,23.563139
54051,54,23,8977.5,946,256.19604
54099,54,137,6998.458333333333,1051,1957.574
54109,54,2,4570,1125,43.763676
54125,,0,1892.5,2400,0
54128,54,2,10990.58333333333,2025,18.197395
54172,54,74,16437.375,1175,450.19354
54174,54,0,10382.75,2300,0
54206,54,1,13421.125,1020,7.4509401
54223,54,45,7652.958333333333,1277,588.00793
54239,54,42,3750.125,950,1119.9626
54245,54,11,13888.54166666667,761,79.201981
54250,54,1,10966.20833333333,160,9.1189222
54261,54,117,22986,220,509.00549
54313,54,10,5537.208333333333,1044,180.59642
54344,54,9,10692.20833333333,1050,84.173447
54347,54,1,4023.875,1955,24.851667
54377,54,2,5871.875,1566,34.060669
54385,54,5,12072.125,1566,41.417728
54398,54,1,8549.791666666666,1450,11.696192
54405,54,592,77041.79166666667,250,768.41412
54418,54,2,3363.375,1411,59.464081
54480,,0,3753.583333333332,2600,0
54498,54,419,98642.29166666667,1202,424.76709
54518,54,4,57615.08333333334,2287,6.9426265
54520,54,3,4939.041666666667,1725,60.740528
54553,54,32,10342.16666666667,,309.41293
54599,54,21,6894.25,1550,304.60165
54660,54,68,8952.083333333334,815,759.59973
54670,54,0,13577.375,1650,0
54673,54,20,5485.208333333333,235,364.61697
54680,54,86,2834.375,411,3034.1787
54720,54,78,22625.5,302,344.74377
54743,,0,4416.75,2700,0
54800,54,40,21769.91666666667,1158,183.73979
54810,54,70,36613.58333333334,75,191.18588
54820,54,4,17283.54166666667,1642,23.143404
54871,54,1,5198.5,1600,19.236319
54874,54,605,89589.75,431,675.30048
63000,,0,,,
63001,63,172,297504.1666666667,1483,57.814316
63111,63,0,2817.833333333334,1450,0
63130,63,7,77811,1356,8.9961576
63190,63,4,30030.25,1772,13.319902
63212,63,2,5300.125,1700,37.734959
63272,63,0,13440.70833333333,1923,0
63302,63,0,7840.291666666667,1550,0
63401,63,6,42702.5,1350,14.050699
63470,63,34,41370.625,1500,82.183914
63548,63,0,6116.25,1700,0
63594,63,6,34995.66666666666,1300,17.144979
63690,63,1,7111.75,1895,14.061236
66001,66,385,470905.5,1411,81.757378
66045,66,1,19061.625,1600,5.2461424
66075,66,5,6333.291666666667,1356,78.947891
66088,66,7,27721.25,1654,25.251387
66170,66,279,199935.9583333333,1420,139.54468
66318,66,1,15285.625,1530,6.5420942
66383,66,2,8585.041666666666,1950,23.296333
66400,66,281,32077.625,901,876
66440,66,5,23412.33333333333,1910,21.356266
66456,66,0,16257.04166666667,1494,0
66572,66,1,13382.375,1560,7.4725151
66594,66,1,33788.95833333334,1776,2.9595468
66682,66,6,72340.5,1756,8.2941093
66687,66,4,15737.25,1355,25.417402
68001,68,4034,528105.8333333334,959,763.86206
68013,68,0,1840.916666666666,1802,0
68020,,0,5113.5,1925,0
68051,68,1,8306.041666666666,1805,12.039429
68077,68,99,28763.91666666667,1588,344.18121
68079,68,23,7188.458333333333,1336,319.95734
68081,68,621,191733.3333333333,75,323.88733
68092,68,5,5091.041666666667,1820,98.211731
68101,68,0,12271.375,2130,0
68121,68,6,2291.916666666667,980,261.78961
68132,,0,1999.166666666666,2050,0
68147,68,8,5565.916666666667,1090,143.73193
68152,,0,5020.583333333329,2080,0
68160,68,21,1854.708333333333,660,1132.2535
68162,68,0,5682,2500,0
68167,68,1,10493.41666666667,1291,9.5297842
68169,,0,2644,1955,0
68176,,0,3076.166666666664,1177,0
68179,,0,5086.2083333333,1950,0
68190,68,8,45365.66666666666,158,17.634481
68207,68,1,5258.416666666667,2005,19.017132
68209,68,0,2700.666666666667,1523,0
68211,68,0,3469.333333333334,1690,0
68217,68,0,7572.083333333333,1450,0
68229,68,4,11922.29166666667,1419,33.550598
68235,68,7,20205.70833333333,794,34.643677
68245,68,0,1984.416666666667,1750,0
68250,,0,5118.875,1468,0
68255,68,11,11705.58333333333,500,93.972252
68264,,0,2484.625,1912,0
68266,68,0,3287.791666666667,1580,0
68271,68,1,6296.666666666667,1800,15.881419
68276,68,1838,265754.75,925,691.61511
68296,68,23,2274.708333333333,919,1011.1187
68298,68,0,5040.75,1900,0
68307,68,1005,183051.2083333333,777,549.02667
68318,68,3,6367.916666666667,2320,47.111168
68320,68,2,4715.916666666667,1395,42.409569
68322,,0,2128.708333333334,1460,0
68324,68,1,3647.041666666667,2000,27.419483
68327,68,3,3824.625,1540,78.439064
68344,,0,2342.291666666665,1376,0
68368,68,0,3120.75,1850,0
68370,68,1,1100.833333333333,425,90.840271
68377,68,0,8589.708333333334,1800,0
68385,68,0,15385.375,1100,0
68397,68,1,5126,1934,19.508389
68406,68,51,39013.91666666666,1015,130.72258
68418,68,12,12246.75,1310,97.985176
68425,,0,2364.458333333332,2320,0
68432,68,3,18365.75,2200,16.334753
68444,68,4,5265.041666666667,1550,75.972809
68464,68,0,10882.70833333333,1700,0
68468,68,1,5158.875,2196,19.384071
68498,68,1,4760.375,1420,21.006748
68500,68,0,11779.70833333333,1420,0
68502,,0,5018.25,1950,0
68522,68,0,3353.833333333334,875,0
68524,68,2,2233.416666666667,1170,89.548897
68533,68,1,4136.916666666667,1410,24.172592
68547,68,562,151121.625,1005,371.88589
68549,68,10,5246.5,1133,190.60326
68572,68,3,12364.41666666667,1625,24.263174
68573,68,1,7605.958333333333,100,13.147587
68575,68,11,31510.45833333333,75,34.909046
68615,68,35,26995.91666666667,590,129.64923
68655,68,8,18565.875,110,43.089809
68669,68,4,8481.5,1617,47.161469
68673,68,1,3990.875,1248,25.057161
68679,68,14,45531.66666666666,1114,30.747831
68682,68,2,2464.708333333334,1950,81.145508
68684,68,2,4322.708333333333,1980,46.267288
68686,68,4,2362.75,1920,169.29425
68689,68,46,34704.45833333334,692,132.54781
68705,,0,2132.125,1900,0
68720,68,0,4295.333333333333,1060,0
68745,68,3,7734.291666666665,1080,38.788296
68755,68,61,30652.83333333333,1230,199.00281
68770,68,0,10241.79166666667,1610,0
68773,68,1,8357.458333333334,1740,11.965361
68780,68,0,3278.208333333334,1750,0
68820,68,0,7108.833333333333,1850,0
68855,68,0,4635.875,1250,0
68861,68,0,19022.33333333333,2133,0
68867,68,0,2439.875,3300,0
68872,68,1,5801.125,1450,17.238035
68895,68,2,8908.416666666666,1720,22.450678
70000,,0,,,
70001,70,149,277278.3333333333,213,53.736618
70110,70,8,9587.75,90,83.439804
70124,,0,12139.29166666666,25,0
70204,70,1,5819.041666666667,150,17.184959
70215,70,47,62637.04166666666,152,75.035469
70221,70,16,13664.875,,117.08852
70230,70,0,4361.041666666667,280,0
70233,,0,10613.91666666666,,0
70235,70,1,20365.125,70,4.9103551
70265,70,0,17543.33333333333,100,0
70400,70,3,11219.83333333333,65,26.738365
70418,,0,19246.70833333332,175,0
70429,70,1,33355.5,25,2.9980063
70473,70,13,14512.41666666667,150,89.578461
70508,70,2,21057.95833333333,259,9.4975967
70523,70,3,13828.79166666667,40,21.693869
70670,70,11,38001.91666666666,160,28.945908
70678,70,1,25594.20833333333,25,3.9071341
70702,70,2,12551.04166666667,135,15.934933
70708,70,10,57452.33333333334,25,17.405733
70713,70,2,50448.54166666666,55,3.9644358
70717,70,0,16020.125,120,0
70742,70,11,33865.66666666666,120,32.481274
70771,70,4,22395.20833333333,18,17.860964
70820,70,6,33607.45833333334,3,17.85318
70823,70,5,18895.91666666667,60,26.460743
73000,,0,,,
73001,73,1290,556384.5416666666,1285,231.85403
73024,73,1,4982.25,1361,20.071253
73026,73,0,8824.25,439,0
73030,73,2,6792.583333333333,241,29.443878
73043,,0,18549.375,2010,0
73055,73,6,11894.45833333333,352,50.443661
73067,73,9,22554.16666666667,446,39.903934
73124,73,10,19647.875,1841,50.896088
73148,73,54,8815.75,328,612.54004
73152,73,0,6671.541666666667,2081,0
73168,73,117,47223.70833333334,854,247.75691
73200,73,10,9777.916666666666,339,102.27127
73217,73,11,28320.79166666667,392,38.840721
73226,73,6,9672.958333333334,475,62.028595
73236,73,43,8057.625,1445,533.65601
73268,73,67,76184.75,323,87.944107
73270,73,5,9214.208333333334,993,54.264023
73275,73,40,29156.375,285,137.19127
73283,73,6,30219.54166666667,1486,19.854702
73319,73,57,32232.16666666667,321,176.84198
73347,,0,8050.166666666667,2250,0
73349,73,14,24654.25,255,56.785343
73352,73,8,10934.33333333333,1304,73.16404
73408,73,18,17481.625,366,102.96526
73411,73,17,40353.08333333334,1585,42.128132
73443,73,38,33319.83333333334,495,114.04619
73449,73,187,36205.16666666666,323,516.50085
73461,73,0,5023.041666666667,1850,0
73483,73,16,22542.58333333333,326,70.976784
73504,73,12,32473.625,402,36.953064
73520,73,4,9176.958333333334,1457,43.587425
73547,73,28,5630.375,403,497.30258
73555,73,2,29956.125,1450,6.6764312
73563,73,13,7742.25,321,167.90985
73585,73,84,29353.33333333333,329,286.16852
73616,73,3,24502.08333333333,900,12.243856
73622,,0,6337.5,2640,0
73624,73,10,20587.375,850,48.57346
73671,73,12,14413.41666666667,310,83.25576
73675,73,18,14351.25,1448,125.42461
73678,73,11,19158.04166666667,506,57.417141
73686,,0,6370.625,2250,0
73770,73,3,4550.666666666667,290,65.924408
73854,73,4,6362.041666666667,600,62.872898
73861,73,5,19621.75,348,25.481928
73870,73,1,10672.16666666667,2057,9.3701687
73873,73,6,5416.5,860,110.77264
76001,76,13749,2383419,995,576.86041
76020,76,7,21599.625,1290,32.40797
76036,76,23,17799.83333333333,995,129.21469
76041,76,6,19502.33333333333,1035,30.765549
76054,76,3,6429.541666666667,1560,46.659626
76100,76,15,13384.125,978,112.07307
76109,76,200,404049.125,7,49.498932
76111,76,1243,115121.3333333333,969,1079.7303
76113,76,1,21145.54166666667,950,4.7291293
76122,76,27,29776.91666666667,1100,90.674263
76126,76,5,15778.70833333333,1485,31.688272
76130,76,127,82354.33333333333,975,154.21169
76147,76,919,132633.5833333333,917,692.88635
76233,76,24,36469.91666666666,828,65.807663
76243,76,11,11099.04166666667,1800,99.107658
76246,76,1,10018.125,1850,9.9819078
76248,76,409,57617.29166666666,987,709.85632
76250,,0,8459.791666666659,1434,0
76275,76,7,58244.91666666666,1038,12.018216
76306,76,58,21151,1100,274.21872
76318,76,19,34673.41666666666,966,54.797024
76364,76,68,120922.875,975,56.234192
76377,76,5,11541.08333333333,1591,43.32349
76400,76,24,38062.54166666666,975,63.054119
76403,76,15,13206.41666666667,915,113.58115
76497,76,9,15023.5,931,59.906147
76520,76,1516,305802.625,1001,495.7446
76563,76,138,55523.45833333334,1057,248.54359
76606,76,14,16255.83333333333,1400,86.122932
76616,76,1,14600.95833333333,969,6.8488655
76622,76,232,32683.5,966,709.83832
76670,76,7,18266.79166666667,980,38.320904
76736,76,6,44997.83333333334,1612,13.333976
76823,76,14,16427.75,950,85.221649
76828,76,2,18067.25,1260,11.069754
76834,76,369,212945.9583333333,973,173.2834
76845,76,4,5433.875,1350,73.612297
76863,76,2,7163,1860,27.921263
76869,76,232,11085.16666666667,987,2092.887
76890,76,14,16305.45833333333,972,85.860817
76892,76,172,118659.6666666667,1000,144.95238
76895,76,37,45477.20833333334,919,81.359436
81001,81,542,89147.79166666667,125,607.97919
81065,81,54,41544.08333333334,120,129.98241
81220,81,1,3310.416666666667,210,30.207678
81300,81,123,25577.25,345,480.89612
81591,81,1,3840.208333333334,200,26.040255
81736,81,460,47414.79166666666,210,970.16138
81794,81,127,53037.75,345,239.45209
85001,85,685,141492.625,350,484.12418
85010,85,123,39144.25,290,314.22238
85015,85,3,2487.625,1100,120.59695
85125,85,2,12264.54166666667,250,16.307173
85136,,0,,1500,
85139,85,4,11134.125,200,35.925591
85162,85,42,14933.91666666667,500,281.23901
85225,85,8,8848.666666666666,380,90.409103
85230,85,4,8330.125,143,48.018486
85250,85,139,26567,340,523.20551
85263,85,30,7917.75,250,378.89551
85279,85,0,4152.333333333334,800,0
85300,85,38,2963.166666666667,450,1282.4119
85315,85,0,2018.875,858,0
85325,85,91,7790.291666666667,200,1168.1206
85400,85,3,7039.666666666667,1156,42.615654
85410,85,270,22428.08333333333,450,1203.8479
85430,85,67,14941.83333333333,187,448.40549
85440,85,280,23977.625,180,1167.7554
86000,,0,,,
86001,86,33,42511.66666666666,595,77.625748
86219,,0,,2600,
86320,86,53,53219.16666666666,300,99.588181
86568,86,90,60492.25,250,148.77939
86569,86,4,14601.54166666667,289,27.394367
86571,86,37,23772.66666666667,557,155.64093
86573,86,33,15429.83333333333,200,213.8714
86749,,0,,2600,
86755,,0,,2600,
86757,86,4,26857.04166666667,315,14.893673
86760,,0,,2600,
86865,86,4,52173.5,250,7.6667275
86885,86,16,21177.875,400,75.550545
88000,,0,,,
88001,88,130,71652.20833333333,85,181.43195
88564,88,8,5146.75,0,155.4379
88999,,0,,,
91000,,0,,,
91001,91,268,41495.54166666666,96,645.85254
91263,,0,4867.375,152.57143,0
91405,,0,,131,
91407,,0,5060.291666666664,84,0
91430,,0,,,
91460,,0,,155,
91530,,0,,,
91536,,0,,,
91540,91,19,8225.375,120,230.99251
91669,,0,,267,
91798,,0,,89,
94001,94,2,19906.45833333333,100,10.04699
94343,94,0,4884.208333333333,160,0
94663,,0,,,
94883,,0,2092.791666666665,129,0
94884,94,0,4788.541666666667,96,0
94885,,0,,101,
94886,,0,,88,
94887,,0,,162,
94888,,0,,153,
95001,95,94,65127,240,144.33337
95015,95,0,8974.541666666668,175,0
95025,95,32,23185.70833333333,193,138.01605
95200,95,1,14618.29166666667,208,6.8407445
97001,97,2,31726.70833333333,180,6.3038373
97161,,0,3329.708333333336,200,0
97511,,0,,200,
97666,,0,,139,
97777,,0,,172,
97889,,0,,90,
99001,99,3,15886.79166666667,90,18.883612
99524,99,16,15636.66666666667,500,102.3236
99624,99,0,4046.666666666667,320,0
99773,99,8,37339.875,125,21.424818
